,gdp,m3,rate,cpi,proxy_supply,proxy_demand
1987-12-31,3.52444889774688,7.82465908079804,8.426012135,2.61027923569914,1.68,-1.1
1988-03-31,4.55621311376309,7.66747407533122,7.453599159,2.39216215959868,-11.26,0.6
1988-06-30,3.80056860884075,7.58190443737199,7.259836433,2.44075598997808,-16.29,0.0999999999999996
1988-09-30,3.96338181236189,7.94648699586378,7.974392507,2.69368948622803,11.06,1.5
1988-12-31,3.61734411476338,8.03099900400084,8.475422507,2.9492585752589,-2.48,1.2
1989-03-31,4.23444518736815,8.31789488873995,9.515946624,3.52686608209058,-0.199999999999989,-1.2
1989-06-30,4.26554167060331,8.76085012807266,9.691345081,3.95288390819086,0.839999999999989,0.2
1989-09-30,3.63074453454217,9.08513458749258,10.102045947,3.8867131862828,1.23,1.6
1989-12-31,3.74680691834062,9.01632485829733,11.071902127,4.02472251966906,7.14,0.8
1990-03-31,3.92563593654334,9.59974875547776,11.225662452,3.99519628107532,3.74,-1.3
1990-06-30,3.43507571984158,9.2488406948946,10.618018136,3.70430375863053,0.619999999999997,-0.1
1990-09-30,3.76205323758771,11.4295390979061,10.536336844,3.92667412726437,0.189999999999998,-5.2
1990-12-31,3.2896676735291,11.5355284327387,11.046291096,4.30161684346286,11.41,1.7
1991-03-31,2.6317387873334,11.0783406563986,11.096522687,4.07893615631556,-2.73,-0.8
1991-06-30,2.47272870923432,10.5924502441729,10.461557802,4.20028585821832,-2.51,-1.2
1991-09-30,1.52192196936305,7.65423236600791,10.505995789,4.54623966201551,6.15,-0.9
1991-12-31,1.90415832875495,7.40040932526864,10.732214711,4.07269179804635,5.52,-0.300000000000001
1992-03-31,2.71374801956128,7.00023202328173,10.849247498,4.10726874337035,-4.91,-0.799999999999999
1992-06-30,1.65089654879775,7.80657015243591,10.979088304,4.14272681664629,0.690000000000005,-2.2
1992-09-30,1.39810567376788,7.72134379334775,11.92840899,3.35310505670163,2.5,-2.4
1992-12-31,0.251439293164601,7.79863871297675,11.451664051,3.21643461415642,-1.42,-2.8
1993-03-31,-1.93051932268098,7.53976151896629,10.706122967,3.36508944525296,-3.52,-0.899999999999999
1993-06-30,-1.09011643450003,7.29175433571183,9.091223936,3.25975882249603,4.72000000000001,-0.300000000000001
1993-09-30,-0.395940458566102,6.32000519769123,8.120099873,3.423497133062,0.0499999999999972,1.3
1993-12-31,0.0657341940675238,5.83594468694315,7.412128577,3.25879843518226,-4.59,0.5
1994-03-31,1.67176894106831,5.96056894570198,6.84,3.00880944334905,-3.61,3
1994-06-30,2.21851533925648,4.93847081591667,6.37,2.80707127035953,-1.91999999999999,5.9
1994-09-30,2.47593254836005,4.43413572916964,6.3833,2.71956835230291,-0.32,1.6
1994-12-31,3.00471369653028,3.22685946388876,6.5067,2.63682870367594,-7.72,-1.1
1995-03-31,2.62408465872053,2.29042445099736,6.9433,2.54325677813059,2.34999999999999,-0.700000000000001
1995-06-30,2.5964083030626,2.46187645998814,7.1367,2.62810632200008,1.48,1.3
1995-09-30,2.21666683526625,3.2230154497888,6.6933,2.47776067905692,-1.88,-1.9
1995-12-31,1.70980472087816,4.33574943884487,6.5067,2.43370443404194,1.48,-2.3
1996-03-31,1.43996834207734,5.56026798531315,5.63,2.47762915484575,7.01000000000001,-0.600000000000001
1996-06-30,1.40840421747148,5.65670098213942,5.1367,2.47374993714065,0.899999999999999,0
1996-09-30,1.64895154248663,5.23581994403961,5,2.17256058440611,0.0300000000000011,0
1996-12-31,1.97227961333963,4.56525707392181,4.5867,2.15383609700961,-1.39,-0.5
1997-03-31,2.10421583537252,3.63342125337098,4.44,1.93292031471186,-7.21,0.5
1997-06-30,2.53286850658814,3.79865177995833,4.3267,1.47649618477272,0.899999999999999,1.7
1997-09-30,2.81471953070795,4.27359063967856,4.3233,1.70025733103705,-2.34,2.7
1997-12-31,3.30637208887472,4.36255970549269,4.4333,1.65308919212466,4.06,-0.4
1998-03-31,3.71884519139112,4.82203238469863,4.2033,1.22250793240015,1.63,1.9
1998-06-30,2.92482235687039,5.33815616110367,4.0567,1.46861875846387,3.67,0.100000000000001
1998-09-30,2.68457755704974,5.06283361590465,3.9367,1.2508219118132,3.45,1.5
1998-12-31,1.93698274645913,4.94309987920056,3.6233,0.92535596240797,4.27,0.8
1999-03-31,2.23390314679524,4.44550809084339,3.0886,0.900364579636914,-4.19,-1.1
1999-06-30,2.31077973621172,4.26304696235165,2.6349,1.01670641650404,-6.86,-0.9
1999-09-30,3.07830640881344,4.64316346657636,2.6994,1.17708768572129,-2.90000000000001,1.3
1999-12-31,3.83006784663538,4.9417041874178,3.4306,1.56668238297888,-5.17999999999999,2.1
2000-03-31,4.11605978635166,5.97570883171259,3.5486,1.98579185542984,-5.41000000000001,0.8
2000-06-30,4.52971869565371,6.44058992316099,4.2848,1.94173747950837,0.440000000000012,-1.5
2000-09-30,3.89792425624425,5.26311787562723,4.7388,2.23976693594645,-8.25,-1.6
2000-12-31,3.30908765649225,4.59503939494872,5.0282,2.49800084027036,3.97,2.2
2001-03-31,3.11679853965217,5.97359535549185,4.7447,2.13503101918571,4.8,-0.9
2001-06-30,2.28074485367431,6.89163932333514,4.5885,2.91300498445279,-2.09,-2.9
2001-09-30,1.81546303218809,8.39147969216154,4.2779,2.40536851960558,12.32,-1.3
2001-12-31,1.32326356831003,9.84310650319253,3.4522,2.12195825660721,-0.719999999999999,0.3
2002-03-31,0.421643537710814,7.93058551949111,3.3615,2.52787734501227,-5.22000000000001,0.4
2002-06-30,0.853517467390041,6.9444296039054,3.4461,2.09051652539918,5.25000000000001,-2.7
2002-09-30,1.09165592424745,6.63328493689428,3.3589,2.08499798058668,2.87,-0.899999999999999
2002-12-31,1.3250882640218,6.56666014030374,3.1162,2.27412390150024,0.649999999999999,-3.8
2003-03-31,0.858194629513687,6.98759581905248,2.6854,2.29172335289354,-0.159999999999997,-1.8
2003-06-30,0.411521508618318,7.98980839879229,2.3591,1.97779843018697,3.03,2.6
2003-09-30,0.610897266534849,7.70056439769822,2.1391,2.05062193809038,-4.46,0.299999999999999
2003-12-31,1.03889240689092,6.87178909112496,2.1493,2.07657458213353,0.379999999999995,0.700000000000001
2004-03-31,1.86080157409236,5.95146154814392,2.0618,1.72874320372625,-7.39,0.899999999999999
2004-06-30,2.42517298817893,4.94248747835337,2.0834,2.29793130605334,-0.0300000000000011,-0.799999999999999
2004-09-30,2.02204388214415,5.32162364567519,2.1163,2.27084815458367,-0.769999999999996,0.9
2004-12-31,1.82781909981449,5.78887092174814,2.164,2.31416739681496,4.45,0.0999999999999996
2005-03-31,1.53129250962483,6.29200035293298,2.1404,2.05096533654849,-8.51000000000001,0.799999999999999
2005-06-30,1.55383547347467,6.90232134298014,2.1244,2.02589157771005,0.950000000000003,-2.4
2005-09-30,2.07118969663931,7.94518811823517,2.1305,2.28717534009153,-1.81,0.399999999999999
2005-12-31,2.32695460057988,8.02697818001619,2.3437,2.33206466279876,-9.27,2.2
2006-03-31,2.99000301920689,8.08218006003632,2.6136,2.32586170384197,-5.11,0.9
2006-06-30,3.46059289366902,8.58194105118502,2.8957,2.45965461644575,-3.88,-0.4
2006-09-30,3.27237294795903,7.89422267512645,3.2215,2.17458194873403,-2.36,1.4
2006-12-31,3.73833002149562,8.54533962757049,3.5902,1.78973873278308,-3.2,1.8
2007-03-31,3.51604829208272,9.53209004050075,3.8204,1.88372038264921,-5.02000000000001,0.300000000000001
2007-06-30,3.08075445395053,10.1327931995639,4.0678,1.89640495718484,-0.61999999999999,0.6
2007-09-30,2.90997589526052,10.9542690534554,4.4937,1.89866644906331,6.84,-3
2007-12-31,2.24865475124858,11.4167819396507,4.7184,2.90356601045927,1.45999999999999,-2.8
2008-03-31,2.18226678435043,11.1666935950934,4.4763,3.36886996869934,-8.53,-2.2
2008-06-30,1.03514462715415,10.2800583050564,4.8593,3.65185542628348,1.45,-5.7
2008-09-30,0.0962888597454636,9.41093903748742,4.9817,3.85942775512547,11.8,1.4
2008-12-31,-2.09338363475275,8.83529282013429,4.2424,2.33565608870512,33.16,-3.5
2009-03-31,-5.87048301255146,6.79216686701754,2.0068,1.029909404624,-0.470000000000006,-0.599999999999998
2009-06-30,-5.38919871395267,4.96661160402034,1.308,0.217964915582858,-5.51,4.9
2009-09-30,-4.4932546120994,3.01828292781732,0.8709,0.352382540729845,-6.79,4.9
2009-12-31,-2.33440438064916,0.278974474291616,0.722,0.428076103947195,-11.24,1.4
2010-03-31,1.20196309372353,-0.898063670112848,0.6613,1.09544906007786,-16.41,-2.9
2010-06-30,2.11885880330263,-0.967617262659459,0.6876,1.57699043353015,-6.47,-2.8
2010-09-30,2.20758184403396,-1.68703518372455,0.8749,1.70309733291321,0.420000000000002,4.9
2010-12-31,2.36038662040112,-0.971582192616705,1.0208,2.00694099889942,-11.54,-0.4
2011-03-31,2.88519021808247,-0.159669443598265,1.0958,2.44560986530224,-1.48,-1.2
2011-06-30,1.96887925953018,0.13605487352768,1.4159,2.71691697742726,5.95,-0.6
2011-09-30,1.55811126754601,1.9292036051616,1.5614,2.6688018328838,0.189999999999998,-3.1
2011-12-31,0.679986682935851,2.04266492932916,1.4954,2.8955201892976,12.04,-1.1
2012-03-31,-0.515308746747856,2.26047510296397,1.0429,2.64897323665894,-7.02,1.5
2012-06-30,-0.881544942695456,2.62660296637494,0.6943,2.43831108726491,4.95,-1.5
2012-09-30,-1.05120372767722,2.80398792364211,0.3616,2.51793304272301,4.62,-2.4
2012-12-31,-1.1827464604135,3.06161207875357,0.1958,2.28649867672122,-3.63000000000001,-0.5
2013-03-31,-1.28872005625773,2.54402384195354,0.2112,1.85054774444273,-1.64999999999999,1.9
2013-06-30,-0.271027416221781,2.16600705719623,0.2067,1.39480733073949,10.99,0.899999999999999
2013-09-30,0.191372794780165,1.61709308175766,0.2235,1.33618750815794,-2.06,4.2
2013-12-31,0.860309532331094,1.09192736046415,0.2399,0.808630869127658,1.28,0.600000000000001
2014-03-31,1.64476544163943,0.929648936312333,0.2952,0.63951411762897,5.29000000000001,2.4
2014-06-30,1.2250912480793,0.916120228907325,0.2981,0.560505921440591,0.0499999999999972,0.300000000000001
2014-09-30,1.37144127768405,1.85049849930046,0.1648,0.351317801743711,-4.05,-1.7
2014-12-31,1.5213795677572,3.03634765991472,0.0815,0.160277843838674,2.08999999999999,1.1
2015-03-31,1.83629863754096,5.35222148428129,0.0457,0.322613446461428,-3.84999999999999,5.2
2015-06-30,2.05495298824223,6.13551882237005,-0.0067,0.428266179200154,3.92,-1.7
2015-09-30,1.97339771005485,5.989771174377,-0.0277,0.386726199240073,8.24,0.199999999999999
2015-12-31,2.05825709793324,5.92833436216527,-0.0892,0.256540390091065,4.53,1.6
2016-03-31,1.84612746596073,4.80939543642238,-0.1867,0.0471160318461727,-3.95999999999999,-2.3
2016-06-30,1.62790708645977,4.71237121704924,-0.2582,0.116048228223065,-0.490000000000009,0.5
2016-09-30,1.70887395639392,4.95562671966852,-0.2982,0.255794387591823,-2.48999999999999,-0.300000000000001
2016-12-31,1.92442960392532,4.60012473638409,-0.3125,0.719625090108611,-14.83,2.2
2017-03-31,2.18660027374709,4.76977189162566,-0.3278,1.72116221544538,-4.38,-0.2
2017-06-30,2.68592558597911,4.74990564793716,-0.3299,1.51086678116377,11.4,1.5
2017-09-30,2.93483538026589,4.53875001025699,-0.3296,1.46929139945842,-4.42999999999999,0.600000000000001
2017-12-31,3.01172006444519,4.55477263555117,-0.3289,1.40747999968314,-2.27000000000001,1.9
2018-03-31,2.25809533373997,3.72249939006144,-0.3283,1.25855656400571,0.470000000000013,-1.7
2018-06-30,2.04047696649869,3.64705652713768,-0.3252,1.7038600908533,-8.78,-1
2018-09-30,1.38327419844533,3.81969788227332,-0.3195,2.09379025108403,7.56999999999999,-1
2018-12-31,1.19873676599864,3.8004404669115,-0.3155,1.88791347047887,0.480000000000004,-1.2
2019-03-31,1.84154134345276,4.31618407116448,-0.3085,1.41383678049314,-4.55,1.2
2019-06-30,1.68361949804154,4.8784629844163,-0.3169,1.39056246709792,1.33,-0.800000000000001
2019-09-30,1.79262914463862,5.40307861410598,-0.3959,0.949775912617756,0.530000000000001,0.2
2019-12-31,1.18311085054792,5.551785765324,-0.4034,0.998767726090755,-0.390000000000001,-0.9
2020-03-31,-2.86537553668191,5.57637454483837,-0.4054,1.107852721083,7.52,-4.6
2020-06-30,-15.0274684878853,8.16942919124708,-0.3031,0.221438414501751,-2.75,-2.3
2020-09-30,-4.17924043572357,8.76350594806272,-0.4712,0.0349318713090518,-7.64,1.7
2020-12-31,-3.82715680286703,9.74992437668325,-0.5227,0.278890874728432,-11.03,0.700000000000001
2021-03-31,0.200970535302325,10.7474156000495,-0.5423,1.05167249755409,-14.83,2.3
2021-06-30,14.2223405467033,7.93697672007543,-0.5405,1.81330675425961,-16.22,7.7
2021-09-30,4.91900804580121,7.77234351606868,-0.5458,2.79131986956713,12.4,-1.5
2021-12-31,5.42731812280826,7.33988215215122,-0.5669,4.52680853293996,-10.42,-5.6
2022-03-31,5.35988392829054,6.46166463183775,-0.5279,5.96600079469605,-29.45,-12.7
2022-06-30,4.03694603674483,6.34219261293492,-0.3533,7.75741179975018,25.4,-2.1
2022-09-30,2.88093899110695,5.92342880838599,0.4862,8.92458784033963,9.33000000000001,-4.7
2022-12-31,1.92421585874776,4.6688116499813,1.773,9.50757714446118,1.85999999999999,6.7
2023-03-31,1.37576800786441,2.90579959628561,2.636,7.71267688853934,0.580000000000013,2.9
2023-06-30,0.562711944719574,1.07897446759804,3.3624,6.01309196768893,10.2,3
2023-09-30,-0.00147553442264581,-0.710695185438048,3.7775,4.83465352778829,-0.139999999999986,-1.7
2023-12-31,0.154685362248941,-0.704232906200186,3.9578,2.70498124897198,-0.940000000000012,2.8
2024-03-31,0.455067048602231,0.378508055206517,3.9236,2.56120925595962,-1.55,0.199999999999999
2024-06-30,0.548133067680379,1.53727719103562,3.8108,2.45224244132896,-10.45,0.9
2024-09-30,0.977403645657926,2.89050433539249,3.5592,2.14172498170715,6.07999999999998,0.9
2024-12-31,1.14905793130076,3.545452798,2.9989,2.20124892415505,-7.88999999999999,-1.5
