,gdp,idpr,emp,unmp,lcst,cnst,cbc,clc,cpi,sppi,cgpi,expr,impr,cpis,rsal,gfcf,con,gexp,hrl,inv,ccc,cop,exp,imp,gdi,m3m,srt,crt,lrt,bfx
1999-10-31,,3.22234283807105,-0.764500581685225,0.3,,1.4225013855533,-1.55695,0.792900000000003,-0.706308206496524,-1.03286384976525,-0.616649537512841,-8.33976833976834,-4.23216444981862,0.0,0.024269096739028,,,,1.0968,-10.6155218554859,-0.139309999999995,1.0,,,,6.96672072520167,0.5,0.0245,1.692,12.743679823655
1999-11-30,,4.85961798928082,-0.532445923460899,0.1,,7.61833194449955,-1.39967,0.975300000000004,-1.21211640159145,-0.93984962406015,-0.411946446961886,-8.05946791862285,-2.82555282555284,0.101938818021587,-1.99741837528165,,,,0.19942,-10.5595667870037,-0.05086,1.33333,,,,7.41396273848664,0.5,0.0275,1.817,14.0719801434087
1999-12-31,0.03691112533963,4.86487168164364,-0.483011325782811,0.3,-0.785992670035389,0.460409216538535,-1.23936000000001,1.1448,-1.11564048462969,-0.848256361922707,-0.411946446961886,-7.80254777070064,-1.25786163522013,0.20429414611887,0.13772893590805,-1.93934060784713,1.34344440636008,3.6734693877551,-1.79476,-9.76277372262774,0.037300000000002,1.66667,7.88051,10.88395,-0.305442085469067,14.9826558825538,0.5,0.02429,1.767,14.0430427720628
2000-01-31,,3.41515788869173,-0.567328549974971,0.2,,15.2268206897327,-1.06757,1.30159999999999,-0.713548061262756,-0.473036896877956,0.413223140495874,-4.97147514262429,6.11979166666667,-0.102052995577705,1.61617352621894,,,,2.69214,-5.18999073215939,0.125600000000006,2.0,,,,23.1663452655686,0.5,0.02053,1.691,6.95629347683423
2000-02-29,,3.30843326342519,-0.55156276115661,0.300000000000001,,2.44805285723476,-0.89282,1.4139,-0.614132414931324,-0.378071833648385,0.517063081695967,-3.92628205128204,8.10810810810811,0.0,-0.564666158296773,,,,1.39593000000001,-9.87996306555864,0.215000000000003,2.33333,,,,9.59515997430689,0.5,0.0345,1.796,5.48324003507115
2000-03-31,1.72165758604642,3.47737904412967,-0.768459739391914,0.2,-3.28775351014039,-2.4979529458258,-0.729619999999997,1.4743,-0.511252085523643,-0.094250706880296,0.5175983436853,-6.81998413957176,5.49169859514687,0.0,0.710771997023494,0.29066407744952,1.72075394091136,3.86593820097381,1.89447000000001,-5.29801324503312,0.306399999999996,2.66667,13.42143,7.60378,2.15273696107517,10.7087395876242,0.5,0.02136,1.819,10.5507721743884
2000-04-30,,6.85962955296156,-0.250710345980277,0.1,,0.142148945601282,-0.590339999999998,1.4825,-0.813878197057458,-0.566572237960348,0.623052959501566,-8.0824088748019,3.28697850821746,-0.305505025852424,0.136653271690567,,,,1.79477000000001,-4.02298850574716,0.400499999999994,3.0,,,,11.1517305056773,0.5,0.02,1.74,12.0584819293571
2000-05-31,,4.53590999033455,-0.033444816053512,-0.100000000000001,,-1.25268317688142,-0.465509999999995,1.44029999999999,-0.712145920516734,-0.473484848484848,0.311203319502072,-7.91536050156739,1.4833127317676,0.10183500861747,2.40079059257854,,,,2.1936,-6.28517823639765,0.494299999999996,3.33333,,,,7.21869152576659,0.5,0.021,1.705,13.4305448963929
2000-06-30,0.450339520227873,6.69507224527704,0.033551417547391,-0.1,-3.34387328778164,0.039593770770664,-0.345159999999993,1.3677,-0.612242402447041,-0.378787878787871,0.415368639667711,-7.67405063291139,0.493827160493834,-0.10183500861747,3.09180328038426,-1.21846717460126,1.58371023112073,4.09028580119267,2.59242999999999,-4.55426356589149,0.575500000000005,3.66667,16.00839,9.86263,2.47408145544979,6.28681083226538,0.5,0.0209099999999999,1.664,13.0062788932588
2000-07-31,,5.91972060128004,0.050360919926137,-0.1,,-0.23223444274685,-0.225589999999997,1.2667,-0.512299711836443,-0.568181818181813,0.311203319502072,-6.75675675675676,1.96560196560196,0.10183500861747,3.29873288116187,,,,1.89447000000001,-0.682926829268224,0.6173,4.0,,,,5.85801825836842,0.5,0.021,1.689,10.4050997326753
2000-08-31,,6.38739896863041,-0.501002004008016,-0.100000000000001,,-3.57022874218322,-0.111649999999997,1.1541,-0.510719818664009,-1.23691722169362,0.0,-4.02629416598193,4.125,0.509164897126554,2.99149228279541,,,,2.2933,-3.55380059230009,0.585099999999997,3.66667,,,,4.6390304520547,0.5,0.15522,1.75,5.51396393463967
2000-09-30,0.023541237048219,3.43038697589272,-0.467055879899917,0.100000000000001,-2.82998810497655,-2.74275588225642,-0.018959999999993,1.0356,-0.916503250077142,-1.14068441064639,-0.310559006211177,-2.54237288135593,4.71337579617835,0.0,2.72186370900816,0.930246737796661,1.22987723274722,3.65333343032877,1.29622,-1.58572844400397,0.483800000000002,3.33333,13.07162,9.99456,2.0978356815291,3.87736018051509,0.5,0.2495,1.876,0.993499325401695
2000-10-31,,5.09890527276162,0.066990453860325,0.100000000000001,,1.0969868173258,0.029600000000002,0.905900000000003,-1.11792785256673,-1.13851992409867,-0.723888314374357,-2.69587194608256,5.93434343434344,-0.203659871274144,2.42070808388381,,,,1.19651,1.1976047904192,0.300899999999999,3.0,,,,5.37489869262319,0.5,0.24762,1.815,-0.048878841571445
2000-11-30,,4.42837032522963,-0.050184008029441,0.100000000000001,,2.83038216995968,0.028599999999997,0.7577,-0.817999319455417,-1.23339658444024,-0.930713547052746,-1.95744680851064,6.32111251580278,-0.305505025852424,3.43834816575561,,,,0.19942,1.91725529767908,0.019900000000007,1.66667,,,,5.62899821531892,0.5,0.2475,1.764,-1.55938349954668
2000-12-31,0.974688861864128,5.56696731645815,-0.083682008368201,0.1,-3.24587608266432,10.5679845077635,-0.047470000000004,0.586299999999994,-0.410258115147905,-1.42585551330798,-0.930713547052746,1.98618307426597,9.171974522293,-0.101928661718119,2.79561271837588,2.43416076462903,2.2181077592507,3.90838606830588,2.39301,1.82002022244698,-0.285560000000004,0.333329999999997,10.07007,10.68051,2.91908692395336,-0.522804351169799,0.5,0.24143,1.624,-6.76517714082249
2001-01-31,,1.75440299717389,0.285282765564692,0.1,,-12.5380595034345,-0.231930000000006,0.377799999999993,-0.308017035077618,-1.90114068441065,-1.85185185185185,3.94511149228131,5.6441717791411,-0.102136896007212,2.47461494463772,,,,0.29913,2.34604105571843,-0.524169999999998,-1.0,,,,-5.37554524752348,0.5,0.24895,1.508,-8.4120751012394
2001-02-28,,2.78928330550626,0.605042016806723,-0.2,,-5.97728644448566,-0.479110000000006,0.162199999999999,-0.308958595481628,-1.99240986717268,-1.85185185185185,0.333611342785648,0.476190476190483,-0.204273792014423,3.29234300603508,,,,0.89737999999999,7.27459016393442,-0.63503,-1.0,,,,3.52351730790859,0.35,0.24842,1.415,-4.23273657289003
2001-03-31,0.732195275913471,-0.407335877745579,0.336700336700337,-0.100000000000001,-1.96321977398897,0.206248167846228,-0.74588,-0.052000000000007,-0.616647088966209,-2.35849056603774,-1.95674562306899,4.93617021276596,5.81113801452786,-0.204085657822951,1.99749064192627,3.33598543163072,2.02240745981013,2.77281232000629,0.0,6.29370629370634,-0.702680000000001,-1.0,0.68254,10.84472,2.29924918379945,1.14551531842617,0.25,0.10667,1.169,-10.7429842996662
2001-04-30,,-2.607848077139,-0.318364611260054,0.0,,-6.56263991208434,-1.01064,-0.272630000000007,-0.717949182919122,-2.37416904083571,-2.06398348813209,6.29310344827586,7.71113831089351,0.102157250111644,0.231803799566622,,,,-0.39884,9.88023952095803,-0.846329999999995,-1.0,,,,1.0607000497491,0.25,0.02,1.315,-13.0471893671504
2001-05-31,,-3.93545612731067,-0.434928069588491,0.300000000000001,,-0.907083886019202,-1.27271,-0.495720000000006,-0.717223622185604,-2.85442435775452,-2.06825232678387,3.48936170212765,5.60292326431183,-0.305184095641518,-0.933590658708293,,,,-0.49855,10.1101101101101,-1.15210999999999,-2.66667,,,,4.88104372107064,0.25,0.01857,1.25,-10.8069873293148
2001-06-30,-0.742856444162471,-6.17535666699773,-0.503102465202079,0.3,-2.2321188857955,-10.4754801523686,-1.53878,-0.729010000000002,-0.718696330479699,-3.04182509505704,-2.27507755946226,3.34190231362467,6.01965601965601,-0.101928661718119,-1.69503140764275,-0.235956428563497,2.86753292930904,2.4369867710809,1.89448000000001,13.0964467005076,-1.52943000000001,-4.33333,-6.07474,4.26136,0.725050731205712,7.35424660785632,0.25,0.01762,1.152,-11.3078519965808
